订单号,来源,配送方式,商品金额,期望送达时间,下单时间,打包时间,妥投时间,ctype
43865376,企业团购,配送,357.48,2021-10-01 19:30:00 - 2021-10-01 20:30:00,2021/10/1 18:37,2021/10/1 18:55,2021/10/1 19:14,D
43866776,饿了么,配送,115.3,2021-10-01 18:36:00 - 2021-10-01 19:40:00,2021/10/1 18:36,2021/10/1 18:59,2021/10/1 19:35,D
43867626,饿了么,配送,19.0,2021-10-01 18:41:00 - 2021-10-01 19:29:00,2021/10/1 18:40,2021/10/1 18:55,2021/10/1 19:36,D
43868428,企业团购,自提,166.8,2021-10-01 18:30:00 - 2021-10-01 19:30:00,2021/10/1 13:20,2021/10/1 13:29,2021/10/1 19:45,B
43869164,饿了么,配送,98.0,2021-10-01 19:29:00 - 2021-10-01 20:19:00,2021/10/1 19:29,2021/10/1 19:38,2021/10/1 19:53,D
43870502,饿了么,配送,58.0,2021-10-01 19:46:00 - 2021-10-01 20:27:00,2021/10/1 19:46,2021/10/1 19:52,2021/10/1 20:04,D
43871277,企业团购,配送,1512.05,2021-10-02 06:30:00 - 2021-10-02 17:00:00,2021/10/1 16:47,2021/10/2 6:22,2021/10/2 6:30,B
43872812,企业团购,配送,3.5,2021-10-02 06:30:00 - 2021-10-02 17:00:00,2021/10/1 16:29,2021/10/2 6:22,2021/10/2 6:30,D
43873248,企业团购,配送,4280.45,2021-10-02 06:00:00 - 2021-10-02 17:00:00,2021/10/1 16:26,2021/10/2 6:23,2021/10/2 6:30,B
43874237,企业团购,配送,1980.0,2021-10-02 06:30:00 - 2021-10-02 17:00:00,2021/10/1 14:32,2021/10/2 6:21,2021/10/2 6:30,B
43875199,企业团购,配送,780.39,2021-10-02 06:30:00 - 2021-10-02 17:00:00,2021/10/1 13:50,2021/10/2 6:21,2021/10/2 6:30,B
43876082,企业团购,配送,209.18,2021-10-02 06:30:00 - 2021-10-02 17:00:00,2021/10/1 13:24,2021/10/2 6:21,2021/10/2 6:30,A
43877534,企业团购,配送,368.57,2021-10-02 06:30:00 - 2021-10-02 17:00:00,2021/10/1 13:21,2021/10/2 6:21,2021/10/2 6:30,D
43878225,企业团购,配送,857.14,2021-10-02 06:30:00 - 2021-10-02 17:00:00,2021/10/1 16:34,2021/10/2 6:22,2021/10/2 6:30,B
43879695,企业团购,配送,2669.2,2021-10-02 06:30:00 - 2021-10-02 17:00:00,2021/10/1 14:58,2021/10/2 6:48,2021/10/2 6:50,B
43880938,企业团购,配送,149.7,2021-10-02 08:30:00 - 2021-10-02 09:30:00,2021/10/1 21:00,2021/10/2 7:23,2021/10/2 8:02,B
43881761,企业团购,配送,294.8,2021-10-02 08:30:00 - 2021-10-02 09:30:00,2021/10/2 6:57,2021/10/2 7:23,2021/10/2 8:17,D
43882210,饿了么,配送,147.3,2021-10-02 10:00:00 - 2021-10-02 10:00:00,2021/10/1 23:36,2021/10/2 8:54,2021/10/2 9:48,D
43883011,饿了么,配送,155.5,2021-10-02 09:13:00 - 2021-10-02 10:12:00,2021/10/2 9:13,2021/10/2 9:21,2021/10/2 9:53,D
43884630,饿了么,配送,60.0,2021-10-02 10:15:00 - 2021-10-02 10:15:00,2021/10/1 22:32,2021/10/2 9:35,2021/10/2 10:01,D
43885409,饿了么,配送,141.3,2021-10-02 10:00:00 - 2021-10-02 10:00:00,2021/10/2 8:07,2021/10/2 9:14,2021/10/2 10:03,D
43886385,饿了么,配送,291.6,2021-10-02 09:37:00 - 2021-10-02 10:28:00,2021/10/2 9:37,2021/10/2 9:48,2021/10/2 10:07,D
43887368,饿了么,配送,191.8,2021-10-02 09:58:00 - 2021-10-02 10:46:00,2021/10/2 9:58,2021/10/2 10:09,2021/10/2 10:22,D
43888642,企业团购,配送,202.6,2021-10-02 11:30:00 - 2021-10-02 12:30:00,2021/10/2 10:43,2021/10/2 10:50,2021/10/2 11:06,A
43889802,饿了么,配送,158.4,2021-10-02 10:30:00 - 2021-10-02 11:30:00,2021/10/2 10:30,2021/10/2 10:34,2021/10/2 11:26,D
43890940,饿了么,配送,114.8,2021-10-02 11:13:00 - 2021-10-02 12:02:00,2021/10/2 11:13,2021/10/2 11:22,2021/10/2 11:41,D
43891389,美团,配送,91.0,2021-10-02 10:42:00 - 2021-10-02 11:42:00,2021/10/2 10:41,2021/10/2 10:56,2021/10/2 11:41,C
43892687,美团,配送,99.8,2021-10-02 11:04:00 - 2021-10-02 12:04:00,2021/10/2 11:03,2021/10/2 11:09,2021/10/2 11:50,C
43893523,企业团购,配送,170.0,2021-10-02 12:30:00 - 2021-10-02 13:30:00,2021/10/1 21:33,2021/10/2 9:55,2021/10/2 11:57,A
43894868,饿了么,配送,203.19,2021-10-02 10:50:00 - 2021-10-02 12:29:00,2021/10/2 10:50,2021/10/2 11:11,2021/10/2 12:18,D
43895191,美团,配送,89.29,2021-10-02 12:17:00 - 2021-10-02 13:17:00,2021/10/2 12:17,2021/10/2 12:26,2021/10/2 13:15,C
43896282,企业团购,配送,239.0,2021-10-02 13:30:00 - 2021-10-02 14:30:00,2021/10/2 12:03,2021/10/2 12:08,2021/10/2 13:22,D
43897617,美团,配送,251.3,2021-10-02 13:46:00 - 2021-10-02 14:46:00,2021/10/2 13:46,2021/10/2 13:53,2021/10/2 14:19,D
43898519,饿了么,配送,140.2,2021-10-02 15:00:00 - 2021-10-02 15:00:00,2021/10/2 13:14,2021/10/2 13:27,2021/10/2 14:51,D
43899993,饿了么,配送,139.19,2021-10-02 14:14:00 - 2021-10-02 15:02:00,2021/10/2 14:14,2021/10/2 14:19,2021/10/2 14:52,D
43900349,饿了么,配送,375.0,2021-10-02 14:11:00 - 2021-10-02 15:20:00,2021/10/2 14:11,2021/10/2 14:15,2021/10/2 15:10,D
43901806,饿了么,配送,19.9,2021-10-02 14:37:00 - 2021-10-02 15:33:00,2021/10/2 14:36,2021/10/2 14:38,2021/10/2 15:12,D
44002537,饿了么,配送,66.1,2021-10-02 15:01:00 - 2021-10-02 15:48:00,2021/10/2 15:01,2021/10/2 15:07,2021/10/2 15:47,D
44003518,饿了么,配送,187.2,2021-10-02 15:09:00 - 2021-10-02 16:38:00,2021/10/2 15:09,2021/10/2 15:17,2021/10/2 15:57,D
43904165,企业团购,配送,216.7,2021-10-02 16:30:00 - 2021-10-02 17:30:00,2021/10/2 13:16,2021/10/2 13:23,2021/10/2 16:08,A
44005505,美团,配送,79.0,2021-10-02 16:00:00 - 2021-10-02 17:00:00,2021/10/2 15:59,2021/10/2 16:04,2021/10/2 16:31,C
44006652,企业团购,配送,83.2,2021-10-02 17:30:00 - 2021-10-02 18:30:00,2021/10/2 16:22,2021/10/2 16:32,2021/10/2 16:50,B
44007094,企业团购,配送,185.88,2021-10-02 18:30:00 - 2021-10-02 19:30:00,2021/10/2 17:01,2021/10/2 17:07,2021/10/2 17:12,A
44008349,饿了么,配送,169.9,2021-10-02 16:53:00 - 2021-10-02 17:34:00,2021/10/2 16:53,2021/10/2 16:56,2021/10/2 17:18,D
44009408,饿了么,配送,115.2,2021-10-02 17:07:00 - 2021-10-02 17:55:00,2021/10/2 17:07,2021/10/2 17:13,2021/10/2 17:30,D
44010555,企业团购,自提,100.1,2021-10-02 18:30:00 - 2021-10-02 19:30:00,2021/10/2 17:33,2021/10/2 17:37,2021/10/2 17:42,B
44011771,饿了么,配送,112.8,2021-10-02 17:22:00 - 2021-10-02 18:01:00,2021/10/2 17:22,2021/10/2 17:32,2021/10/2 17:43,D
44012653,美团,配送,210.2,2021-10-02 17:17:00 - 2021-10-02 18:17:00,2021/10/2 17:17,2021/10/2 17:27,2021/10/2 17:54,C
44013261,企业团购,配送,133.0,2021-10-02 18:30:00 - 2021-10-02 19:30:00,2021/10/2 16:04,2021/10/2 16:11,2021/10/2 18:24,B
44014841,饿了么,配送,107.5,2021-10-02 18:16:00 - 2021-10-02 18:56:00,2021/10/2 18:15,2021/10/2 18:20,2021/10/2 18:37,D
44015529,企业团购,配送,119.3,2021-10-02 19:30:00 - 2021-10-02 20:30:00,2021/10/2 18:36,2021/10/2 18:43,2021/10/2 19:03,B
44016135,饿了么,配送,100.19,2021-10-02 18:18:00 - 2021-10-02 19:16:00,2021/10/2 18:17,2021/10/2 18:34,2021/10/2 19:05,D
44017562,企业团购,配送,157.2,2021-10-02 19:30:00 - 2021-10-02 20:30:00,2021/10/2 18:47,2021/10/2 18:58,2021/10/2 19:16,C
44018475,饿了么,配送,117.8,2021-10-02 19:19:00 - 2021-10-02 20:00:00,2021/10/2 19:19,2021/10/2 19:25,2021/10/2 19:37,D
44019245,饿了么,配送,129.0,2021-10-02 19:49:00 - 2021-10-02 20:29:00,2021/10/2 19:49,2021/10/2 19:53,2021/10/2 19:59,D
44020423,美团,配送,322.04,2021-10-02 19:51:00 - 2021-10-02 20:50:00,2021/10/2 19:50,2021/10/2 19:55,2021/10/2 20:19,D
44021266,饿了么,配送,60.71,2021-10-02 19:39:00 - 2021-10-02 20:41:00,2021/10/2 19:38,2021/10/2 19:43,2021/10/2 20:36,D
44022102,饿了么,配送,359.4,2021-10-02 20:28:00 - 2021-10-02 21:08:00,2021/10/2 20:27,2021/10/2 20:34,2021/10/2 20:54,D
44023307,饿了么,配送,59.9,2021-10-02 20:41:00 - 2021-10-02 21:21:00,2021/10/2 20:41,2021/10/2 20:52,2021/10/2 20:56,D
44024891,企业团购,配送,154.68,2021-10-02 06:00:00 - 2021-10-02 17:00:00,2021/10/2 16:11,2021/10/2 21:41,2021/10/2 21:50,C
44025525,企业团购,配送,290.63,2021-10-03 06:30:00 - 2021-10-03 17:00:00,2021/10/2 15:12,2021/10/3 6:16,2021/10/3 6:20,D
44026316,企业团购,配送,228.2,2021-10-03 06:30:00 - 2021-10-03 17:00:00,2021/10/2 15:15,2021/10/3 6:16,2021/10/3 6:20,A
44027002,企业团购,配送,1646.92,2021-10-03 06:00:00 - 2021-10-03 17:00:00,2021/10/2 15:26,2021/10/3 6:17,2021/10/3 6:20,B
44028311,企业团购,配送,879.23,2021-10-03 06:30:00 - 2021-10-03 17:00:00,2021/10/2 20:21,2021/10/3 6:16,2021/10/3 6:20,B
44029479,企业团购,配送,2220.69,2021-10-03 06:30:00 - 2021-10-03 17:00:00,2021/10/2 20:09,2021/10/3 6:16,2021/10/3 6:20,B
44030531,企业团购,配送,1832.05,2021-10-03 06:30:00 - 2021-10-03 17:00:00,2021/10/2 18:52,2021/10/3 6:17,2021/10/3 6:20,B
44031186,企业团购,配送,1392.95,2021-10-03 06:30:00 - 2021-10-03 17:00:00,2021/10/2 14:45,2021/10/3 6:17,2021/10/3 6:20,B
44032260,企业团购,配送,212.0,2021-10-03 06:00:00 - 2021-10-03 17:00:00,2021/10/3 6:11,2021/10/3 6:17,2021/10/3 6:20,A
44033255,企业团购,配送,99.8,2021-10-03 08:30:00 - 2021-10-03 09:30:00,2021/10/2 22:40,2021/10/3 7:26,2021/10/3 7:54,B
44034191,企业团购,配送,188.4,2021-10-03 08:30:00 - 2021-10-03 09:30:00,2021/10/2 20:23,2021/10/3 7:26,2021/10/3 7:59,A
44035715,企业团购,配送,187.75,2021-10-03 08:30:00 - 2021-10-03 09:30:00,2021/10/3 6:50,2021/10/3 7:30,2021/10/3 7:59,A
44036173,企业团购,配送,7111.0,2021-10-03 06:00:00 - 2021-10-03 16:00:00,2021/10/3 7:09,2021/10/3 7:51,2021/10/3 8:00,B
43937719,企业团购,配送,735.0,2021-10-03 15:00:00 - 2021-10-03 16:00:00,2021/10/2 0:48,2021/10/2 15:19,2021/10/3 9:30,B
44038476,美团,配送,21.2,2021-10-03 09:20:00 - 2021-10-03 10:20:00,2021/10/3 9:20,2021/10/3 9:28,2021/10/3 9:42,D
43939870,企业团购,配送,495.07,2021-10-03 15:00:00 - 2021-10-03 16:00:00,2021/10/2 9:08,2021/10/2 15:19,2021/10/3 9:50,D
44040056,美团,配送,88.4,2021-10-03 10:00:00 - 2021-10-03 10:00:00,2021/10/2 22:07,2021/10/3 8:21,2021/10/3 9:52,C
44041020,企业团购,配送,223.02,2021-10-03 10:30:00 - 2021-10-03 11:30:00,2021/10/2 19:34,2021/10/3 9:08,2021/10/3 9:52,A
44042267,饿了么,配送,99.8,2021-10-03 10:00:00 - 2021-10-03 10:00:00,2021/10/3 7:06,2021/10/3 8:21,2021/10/3 9:56,D
44043892,饿了么,配送,159.9,2021-10-03 10:00:00 - 2021-10-03 10:00:00,2021/10/3 7:13,2021/10/3 8:21,2021/10/3 9:56,D
44044010,饿了么,配送,250.0,2021-10-03 10:00:00 - 2021-10-03 10:00:00,2021/10/3 8:01,2021/10/3 8:28,2021/10/3 9:59,D
44045003,企业团购,配送,61.8,2021-10-03 10:30:00 - 2021-10-03 11:30:00,2021/10/3 9:10,2021/10/3 9:33,2021/10/3 10:03,B
43946856,企业团购,配送,141.1,2021-10-02 15:00:00 - 2021-10-02 16:00:00,2021/10/1 9:39,2021/10/2 15:18,2021/10/3 10:05,B
43947431,企业团购,配送,592.6,2021-10-02 15:00:00 - 2021-10-02 16:00:00,2021/10/1 11:11,2021/10/2 15:18,2021/10/3 10:05,B
43948411,企业团购,配送,89.0,2021-10-03 15:00:00 - 2021-10-03 16:00:00,2021/10/2 7:51,2021/10/2 15:19,2021/10/3 10:05,B
43949487,企业团购,配送,439.14,2021-10-03 15:00:00 - 2021-10-03 16:00:00,2021/10/2 0:56,2021/10/2 15:19,2021/10/3 10:25,D
44050928,企业团购,配送,199.7,2021-10-03 11:30:00 - 2021-10-03 12:30:00,2021/10/3 10:02,2021/10/3 10:26,2021/10/3 10:38,A
44051344,美团,配送,99.11,2021-10-03 09:44:00 - 2021-10-03 10:44:00,2021/10/3 9:43,2021/10/3 9:56,2021/10/3 10:40,C
43952412,企业团购,配送,277.69,2021-10-02 15:00:00 - 2021-10-02 16:00:00,2021/10/1 18:31,2021/10/2 15:19,2021/10/3 10:40,D
44053623,美团,配送,259.3,2021-10-03 10:08:00 - 2021-10-03 11:08:00,2021/10/3 10:08,2021/10/3 10:18,2021/10/3 10:45,D
44054832,美团,配送,201.7,2021-10-03 10:10:00 - 2021-10-03 11:10:00,2021/10/3 10:10,2021/10/3 10:18,2021/10/3 10:47,C
43955423,企业团购,配送,25.0,2021-10-03 15:00:00 - 2021-10-03 16:00:00,2021/10/2 9:43,2021/10/2 15:19,2021/10/3 11:15,D
43956332,企业团购,配送,631.16,2021-10-02 15:00:00 - 2021-10-02 16:00:00,2021/10/1 13:22,2021/10/2 15:19,2021/10/3 11:15,B
44057518,饿了么,配送,228.3,2021-10-03 10:43:00 - 2021-10-03 11:58:00,2021/10/3 10:43,2021/10/3 11:15,2021/10/3 11:48,D
44058859,饿了么,配送,127.1,2021-10-03 10:46:00 - 2021-10-03 11:51:00,2021/10/3 10:45,2021/10/3 10:51,2021/10/3 11:49,D
44059201,饿了么,配送,59.9,2021-10-03 11:02:00 - 2021-10-03 12:04:00,2021/10/3 11:01,2021/10/3 11:07,2021/10/3 12:04,D
44060703,企业团购,配送,308.0,2021-10-03 12:30:00 - 2021-10-03 13:30:00,2021/10/2 21:20,2021/10/3 9:06,2021/10/3 12:05,D
44061500,美团,配送,102.8,2021-10-03 11:43:00 - 2021-10-03 12:43:00,2021/10/3 11:42,2021/10/3 11:45,2021/10/3 12:06,C
43962358,企业团购,配送,611.18,2021-10-03 15:00:00 - 2021-10-03 16:00:00,2021/10/2 8:14,2021/10/2 15:19,2021/10/3 12:10,B
44063337,饿了么,配送,362.74,2021-10-03 11:14:00 - 2021-10-03 12:48:00,2021/10/3 11:13,2021/10/3 11:23,2021/10/3 12:17,D
44064620,饿了么,配送,128.6,2021-10-03 11:26:00 - 2021-10-03 12:56:00,2021/10/3 11:26,2021/10/3 11:32,2021/10/3 12:31,D
44065727,企业团购,配送,162.8,2021-10-03 12:30:00 - 2021-10-03 13:30:00,2021/10/3 11:58,2021/10/3 12:13,2021/10/3 12:32,A
44066100,美团,配送,100.7,2021-10-03 11:58:00 - 2021-10-03 12:58:00,2021/10/3 11:57,2021/10/3 12:07,2021/10/3 12:35,C
44067195,美团,配送,205.7,2021-10-03 11:46:00 - 2021-10-03 12:46:00,2021/10/3 11:46,2021/10/3 11:52,2021/10/3 12:47,C
44068300,企业团购,自提,124.0,2021-10-03 14:30:00 - 2021-10-03 15:30:00,2021/10/3 12:56,2021/10/3 13:06,2021/10/3 13:11,B
44069525,企业团购,配送,264.69,2021-10-03 14:30:00 - 2021-10-03 15:30:00,2021/10/3 13:36,2021/10/3 13:43,2021/10/3 13:52,D
44070686,饿了么,配送,389.3,2021-10-03 13:18:00 - 2021-10-03 14:34:00,2021/10/3 13:16,2021/10/3 13:24,2021/10/3 14:05,D
44071730,饿了么,配送,129.0,2021-10-03 14:49:00 - 2021-10-03 15:28:00,2021/10/3 14:49,2021/10/3 14:54,2021/10/3 15:15,D
44072393,美团,配送,231.43,2021-10-03 14:42:00 - 2021-10-03 15:42:00,2021/10/3 14:41,2021/10/3 14:51,2021/10/3 15:16,D
44073909,美团,配送,205.7,2021-10-03 14:55:00 - 2021-10-03 15:55:00,2021/10/3 14:53,2021/10/3 15:03,2021/10/3 15:27,C
44074414,美团,配送,20.29,2021-10-03 14:51:00 - 2021-10-03 15:51:00,2021/10/3 14:51,2021/10/3 15:03,2021/10/3 15:53,D
44075329,饿了么,配送,129.0,2021-10-03 15:14:00 - 2021-10-03 16:03:00,2021/10/3 15:13,2021/10/3 15:21,2021/10/3 15:59,D
44076978,企业团购,配送,163.3,2021-10-03 15:30:00 - 2021-10-03 16:30:00,2021/10/3 14:46,2021/10/3 15:04,2021/10/3 16:13,A
44077252,饿了么,配送,109.5,2021-10-03 15:56:00 - 2021-10-03 17:01:00,2021/10/3 15:56,2021/10/3 16:03,2021/10/3 16:25,D
44078122,企业团购,配送,284.6,2021-10-03 17:30:00 - 2021-10-03 18:30:00,2021/10/3 16:38,2021/10/3 16:45,2021/10/3 16:53,D
44079494,饿了么,配送,120.0,2021-10-03 16:32:00 - 2021-10-03 17:39:00,2021/10/3 16:32,2021/10/3 16:41,2021/10/3 16:59,D
44080391,企业团购,配送,163.1,2021-10-03 17:30:00 - 2021-10-03 18:30:00,2021/10/3 16:24,2021/10/3 16:59,2021/10/3 17:06,A
44081673,饿了么,配送,100.0,2021-10-03 16:18:00 - 2021-10-03 17:17:00,2021/10/3 16:17,2021/10/3 16:45,2021/10/3 17:09,D
44082229,饿了么,配送,49.4,2021-10-03 16:22:00 - 2021-10-03 17:55:00,2021/10/3 16:22,2021/10/3 16:25,2021/10/3 17:37,D
44083038,饿了么,配送,14.7,2021-10-03 16:56:00 - 2021-10-03 17:55:00,2021/10/3 16:56,2021/10/3 17:04,2021/10/3 17:38,D
43984529,企业团购,配送,1936.49,2021-10-03 15:00:00 - 2021-10-03 16:00:00,2021/10/2 13:27,2021/10/2 15:19,2021/10/3 18:10,B
44085146,饿了么,配送,100.8,2021-10-03 17:09:00 - 2021-10-03 18:41:00,2021/10/3 17:09,2021/10/3 17:14,2021/10/3 18:12,D
44086259,企业团购,自提,115.59,2021-10-03 17:30:00 - 2021-10-03 18:30:00,2021/10/2 20:13,2021/10/3 9:08,2021/10/3 18:28,B
44087117,饿了么,配送,51.0,2021-10-03 18:30:00 - 2021-10-03 19:16:00,2021/10/3 18:30,2021/10/3 18:37,2021/10/3 18:48,D
44088633,饿了么,配送,49.9,2021-10-03 18:39:00 - 2021-10-03 19:20:00,2021/10/3 18:39,2021/10/3 18:43,2021/10/3 19:05,D
44089052,企业团购,配送,310.0,2021-10-03 20:30:00 - 2021-10-03 21:30:00,2021/10/3 19:03,2021/10/3 19:05,2021/10/3 19:06,D
44090394,饿了么,配送,467.59,2021-10-03 17:34:00 - 2021-10-03 18:54:00,2021/10/3 17:34,2021/10/3 18:14,2021/10/3 19:08,D
44091518,饿了么,配送,16.0,2021-10-03 18:12:00 - 2021-10-03 19:15:00,2021/10/3 18:11,2021/10/3 18:16,2021/10/3 19:10,D
44092220,饿了么,配送,127.1,2021-10-03 19:30:00 - 2021-10-03 19:30:00,2021/10/3 14:15,2021/10/3 15:03,2021/10/3 19:16,D
44093510,美团,配送,199.3,2021-10-03 19:12:00 - 2021-10-03 20:12:00,2021/10/3 19:11,2021/10/3 19:19,2021/10/3 20:00,C
44094906,企业团购,配送,299.8,2021-10-03 20:30:00 - 2021-10-03 21:30:00,2021/10/3 19:09,2021/10/3 19:16,2021/10/3 20:15,D
44095051,饿了么,配送,87.2,2021-10-03 19:52:00 - 2021-10-03 20:36:00,2021/10/3 19:52,2021/10/3 20:03,2021/10/3 20:31,D
44096292,饿了么,配送,100.8,2021-10-03 20:20:00 - 2021-10-03 21:26:00,2021/10/3 20:19,2021/10/3 20:28,2021/10/3 21:02,D
44097758,企业团购,配送,2607.14,2021-10-04 06:30:00 - 2021-10-04 17:00:00,2021/10/3 15:01,2021/10/4 6:43,2021/10/4 6:50,B
44098423,企业团购,配送,264.0,2021-10-04 06:30:00 - 2021-10-04 17:00:00,2021/10/3 19:28,2021/10/4 6:44,2021/10/4 6:50,D
44099276,企业团购,配送,269.1,2021-10-04 06:30:00 - 2021-10-04 17:00:00,2021/10/3 16:35,2021/10/4 6:44,2021/10/4 6:50,D
44100744,企业团购,配送,270.78,2021-10-04 06:30:00 - 2021-10-04 17:00:00,2021/10/3 16:37,2021/10/4 6:44,2021/10/4 6:50,D
44101116,企业团购,配送,4496.38,2021-10-04 06:30:00 - 2021-10-04 17:00:00,2021/10/3 19:49,2021/10/4 6:44,2021/10/4 6:50,B
44102352,企业团购,配送,1005.05,2021-10-04 06:30:00 - 2021-10-04 17:00:00,2021/10/3 18:21,2021/10/4 6:44,2021/10/4 6:50,B
44103096,企业团购,配送,1175.06,2021-10-04 06:00:00 - 2021-10-04 17:00:00,2021/10/3 17:10,2021/10/4 6:43,2021/10/4 6:50,B
44104091,企业团购,配送,316.97,2021-10-04 06:30:00 - 2021-10-04 17:00:00,2021/10/3 16:07,2021/10/4 6:44,2021/10/4 6:50,D
44105651,企业团购,配送,4096.88,2021-10-04 08:00:00 - 2021-10-04 17:00:00,2021/10/4 7:24,2021/10/4 7:25,2021/10/4 7:30,B
44106150,企业团购,配送,4049.76,2021-10-04 08:00:00 - 2021-10-04 17:00:00,2021/10/4 7:33,2021/10/4 9:02,2021/10/4 9:10,B
44107966,饿了么,配送,99.9,2021-10-04 10:00:00 - 2021-10-04 10:00:00,2021/10/4 0:06,2021/10/4 10:01,2021/10/4 10:03,D
44108863,企业团购,配送,208.8,2021-10-04 10:30:00 - 2021-10-04 11:30:00,2021/10/4 9:08,2021/10/4 9:34,2021/10/4 10:05,A
44109910,美团,配送,23.76,2021-10-04 09:30:00 - 2021-10-04 10:30:00,2021/10/4 9:30,2021/10/4 10:17,2021/10/4 10:17,D
44110196,企业团购,配送,470.08,2021-10-03 15:00:00 - 2021-10-03 16:00:00,2021/10/2 20:26,2021/10/3 15:17,2021/10/4 10:25,D
44111007,饿了么,配送,199.7,2021-10-04 10:30:00 - 2021-10-04 10:30:00,2021/10/4 7:36,2021/10/4 9:57,2021/10/4 10:37,D
44112744,饿了么,配送,129.24,2021-10-04 10:05:00 - 2021-10-04 10:45:00,2021/10/4 10:05,2021/10/4 10:25,2021/10/4 10:43,D
44113731,美团,配送,171.6,2021-10-04 09:36:00 - 2021-10-04 10:36:00,2021/10/4 9:36,2021/10/4 10:37,2021/10/4 10:44,C
44114069,美团,配送,77.61,2021-10-04 09:51:00 - 2021-10-04 10:51:00,2021/10/4 9:51,2021/10/4 10:25,2021/10/4 10:46,C
44115643,饿了么,配送,399.0,2021-10-04 09:31:00 - 2021-10-04 10:20:00,2021/10/4 9:31,2021/10/4 10:26,2021/10/4 10:55,D
44116878,美团,配送,82.1,2021-10-04 09:47:00 - 2021-10-04 10:47:00,2021/10/4 9:47,2021/10/4 10:28,2021/10/4 10:55,C
44117681,饿了么,配送,49.9,2021-10-04 10:28:00 - 2021-10-04 11:13:00,2021/10/4 10:28,2021/10/4 10:32,2021/10/4 10:55,D
44118016,企业团购,配送,119.9,2021-10-04 11:30:00 - 2021-10-04 12:30:00,2021/10/4 10:14,2021/10/4 10:55,2021/10/4 11:07,B
44119049,饿了么,配送,99.6,2021-10-04 10:18:00 - 2021-10-04 11:20:00,2021/10/4 10:18,2021/10/4 10:40,2021/10/4 11:09,D
44120691,饿了么,配送,34.5,2021-10-04 11:30:00 - 2021-10-04 11:30:00,2021/10/4 9:50,2021/10/4 10:03,2021/10/4 11:15,D
44121068,美团,配送,199.6,2021-10-04 11:02:00 - 2021-10-04 12:02:00,2021/10/4 11:02,2021/10/4 11:06,2021/10/4 11:19,C
44122772,企业团购,配送,174.4,2021-10-04 11:30:00 - 2021-10-04 12:30:00,2021/10/4 10:33,2021/10/4 10:55,2021/10/4 11:25,A
44123915,饿了么,配送,167.0,2021-10-04 11:10:00 - 2021-10-04 12:16:00,2021/10/4 11:09,2021/10/4 11:16,2021/10/4 11:46,D
44124686,企业团购,配送,359.6,2021-10-04 12:30:00 - 2021-10-04 13:30:00,2021/10/4 11:06,2021/10/4 11:11,2021/10/4 12:00,D
44125306,企业团购,配送,191.5,2021-10-04 12:30:00 - 2021-10-04 13:30:00,2021/10/4 11:21,2021/10/4 11:31,2021/10/4 12:06,A
44126532,企业团购,配送,189.5,2021-10-04 12:30:00 - 2021-10-04 13:30:00,2021/10/4 11:19,2021/10/4 11:28,2021/10/4 12:09,A
44227340,企业团购,配送,188.46,2021-10-04 12:30:00 - 2021-10-04 13:30:00,2021/10/4 11:32,2021/10/4 11:42,2021/10/4 12:13,A
44128379,企业团购,配送,148.0,2021-10-03 15:00:00 - 2021-10-03 16:00:00,2021/10/2 21:39,2021/10/3 15:17,2021/10/4 12:55,B
44229966,企业团购,配送,137.78,2021-10-04 13:30:00 - 2021-10-04 14:30:00,2021/10/4 12:39,2021/10/4 12:46,2021/10/4 12:58,B
44230107,企业团购,配送,88.9,2021-10-04 13:30:00 - 2021-10-04 14:30:00,2021/10/4 12:18,2021/10/4 12:46,2021/10/4 13:25,B
44231807,美团,配送,223.4,2021-10-04 12:45:00 - 2021-10-04 13:45:00,2021/10/4 12:45,2021/10/4 13:04,2021/10/4 13:31,C
44232815,饿了么,配送,155.4,2021-10-04 11:52:00 - 2021-10-04 13:18:00,2021/10/4 11:51,2021/10/4 11:56,2021/10/4 13:37,D
44233935,企业团购,配送,87.0,2021-10-04 08:00:00 - 2021-10-04 17:00:00,2021/10/4 13:55,2021/10/4 13:55,2021/10/4 14:00,B
44234694,美团,配送,133.1,2021-10-04 13:07:00 - 2021-10-04 14:07:00,2021/10/4 13:07,2021/10/4 13:20,2021/10/4 14:01,C
44235360,企业团购,配送,191.2,2021-10-04 08:00:00 - 2021-10-04 17:00:00,2021/10/4 14:00,2021/10/4 14:00,2021/10/4 14:10,A
44036037,企业团购,配送,879.6,2021-10-03 15:00:00 - 2021-10-03 16:00:00,2021/10/2 12:24,2021/10/2 15:19,2021/10/4 14:50,B
44237549,饿了么,配送,22.5,2021-10-04 14:18:00 - 2021-10-04 15:52:00,2021/10/4 14:18,2021/10/4 14:23,2021/10/4 15:05,D
44238118,企业团购,配送,27.8,2021-10-04 15:30:00 - 2021-10-04 16:30:00,2021/10/4 14:49,2021/10/4 14:51,2021/10/4 15:28,D
44239081,美团,配送,40.1,2021-10-04 15:28:00 - 2021-10-04 16:28:00,2021/10/4 15:28,2021/10/4 15:37,2021/10/4 15:52,D
44240502,饿了么,配送,43.6,2021-10-04 16:35:00 - 2021-10-04 17:15:00,2021/10/4 16:35,2021/10/4 16:49,2021/10/4 16:54,D
44241576,饿了么,配送,108.01,2021-10-04 16:51:00 - 2021-10-04 17:51:00,2021/10/4 16:51,2021/10/4 16:54,2021/10/4 17:29,D
