订单号,来源,配送方式,商品金额,期望送达时间,下单时间,打包时间,妥投时间,ctype
50653279,饿了么,配送,149.0,2021-11-08 10:26:00 - 2021-11-08 11:50:00,2021/11/8 10:26,2021/11/8 10:30,2021/11/8 12:02,D
50654745,京东到家,配送,338.01,2021-11-08 12:12:00 - 2021-11-08 13:07:00,2021/11/8 11:40,2021/11/8 11:53,2021/11/8 12:03,A
50655415,企业团购,配送,97.4,2021-11-08 12:30:00 - 2021-11-08 13:30:00,2021/11/8 11:20,2021/11/8 11:35,2021/11/8 12:05,B
50456520,企业团购,配送,310.8,2021-11-06 15:00:00 - 2021-11-06 16:00:00,2021/11/5 7:14,2021/11/5 14:27,2021/11/8 12:06,D
50557845,企业团购,配送,33.8,2021-11-07 15:00:00 - 2021-11-07 16:00:00,2021/11/6 8:15,2021/11/7 15:05,2021/11/8 12:12,D
50658167,企业团购,配送,217.8,2021-11-08 12:30:00 - 2021-11-08 13:30:00,2021/11/8 11:53,2021/11/8 12:06,2021/11/8 12:28,A
50659587,饿了么,配送,231.9,2021-11-08 11:48:00 - 2021-11-08 13:11:00,2021/11/8 11:47,2021/11/8 11:58,2021/11/8 12:44,D
50660234,企业团购,配送,408.0,2021-11-08 13:30:00 - 2021-11-08 14:30:00,2021/11/8 12:40,2021/11/8 12:51,2021/11/8 12:59,D
50661749,企业团购,配送,408.0,2021-11-08 13:30:00 - 2021-11-08 14:30:00,2021/11/8 12:46,2021/11/8 12:51,2021/11/8 13:00,D
50662276,企业团购,配送,408.0,2021-11-08 13:30:00 - 2021-11-08 14:30:00,2021/11/8 12:37,2021/11/8 12:42,2021/11/8 13:15,D
50663740,美团,配送,72.4,2021-11-08 12:51:00 - 2021-11-08 13:51:00,2021/11/8 12:51,2021/11/8 12:56,2021/11/8 13:17,C
50664537,饿了么,配送,57.7,2021-11-08 13:07:00 - 2021-11-08 13:46:00,2021/11/8 13:07,2021/11/8 13:13,2021/11/8 13:19,D
50665482,企业团购,配送,995.0,2021-11-08 06:00:00 - 2021-11-08 17:00:00,2021/11/8 9:54,2021/11/8 13:28,2021/11/8 13:30,B
50666852,企业团购,配送,465.0,2021-11-08 06:00:00 - 2021-11-08 17:00:00,2021/11/8 9:54,2021/11/8 13:28,2021/11/8 13:30,D
50667843,企业团购,配送,540.0,2021-11-08 06:00:00 - 2021-11-08 17:00:00,2021/11/8 9:53,2021/11/8 13:28,2021/11/8 13:30,B
50668512,企业团购,配送,3976.0,2021-11-08 06:00:00 - 2021-11-08 17:00:00,2021/11/8 9:51,2021/11/8 13:28,2021/11/8 13:30,B
50669067,企业团购,配送,474.0,2021-11-08 06:00:00 - 2021-11-08 17:00:00,2021/11/8 9:52,2021/11/8 13:28,2021/11/8 13:30,D
50670816,企业团购,配送,1083.8,2021-11-08 06:00:00 - 2021-11-08 17:00:00,2021/11/8 9:49,2021/11/8 13:28,2021/11/8 13:30,B
50671092,企业团购,配送,5454.84,2021-11-08 06:00:00 - 2021-11-08 17:00:00,2021/11/8 9:48,2021/11/8 13:28,2021/11/8 13:30,B
50672928,企业团购,配送,4649.26,2021-11-08 06:00:00 - 2021-11-08 17:00:00,2021/11/8 9:45,2021/11/8 13:28,2021/11/8 13:30,B
50673392,企业团购,配送,678.47,2021-11-08 06:00:00 - 2021-11-08 17:00:00,2021/11/8 9:43,2021/11/8 13:28,2021/11/8 13:30,B
50674883,企业团购,配送,6766.98,2021-11-08 06:00:00 - 2021-11-08 17:00:00,2021/11/8 9:50,2021/11/8 13:28,2021/11/8 13:30,B
50675462,企业团购,配送,198.6,2021-11-08 13:30:00 - 2021-11-08 14:30:00,2021/11/8 12:43,2021/11/8 12:49,2021/11/8 13:42,A
50676266,企业团购,配送,196.6,2021-11-08 14:30:00 - 2021-11-08 15:30:00,2021/11/8 13:32,2021/11/8 13:42,2021/11/8 13:45,A
50677047,企业团购,配送,213.7,2021-11-08 14:30:00 - 2021-11-08 15:30:00,2021/11/8 13:24,2021/11/8 13:35,2021/11/8 13:49,A
50678637,饿了么,配送,18.5,2021-11-08 14:20:00 - 2021-11-08 15:03:00,2021/11/8 14:20,2021/11/8 14:29,2021/11/8 14:39,D
50679655,企业团购,配送,231.49,2021-11-08 15:30:00 - 2021-11-08 16:30:00,2021/11/8 14:17,2021/11/8 14:22,2021/11/8 14:51,D
50680780,企业团购,配送,181.7,2021-11-08 15:30:00 - 2021-11-08 16:30:00,2021/11/8 14:21,2021/11/8 14:35,2021/11/8 14:55,A
50681875,企业团购,配送,583.58,2021-11-08 15:30:00 - 2021-11-08 16:30:00,2021/11/8 14:34,2021/11/8 14:54,2021/11/8 15:00,B
50682424,企业团购,配送,193.6,2021-11-08 15:30:00 - 2021-11-08 16:30:00,2021/11/8 14:30,2021/11/8 14:54,2021/11/8 15:00,A
50683240,企业团购,配送,161.2,2021-11-08 15:30:00 - 2021-11-08 16:30:00,2021/11/8 14:36,2021/11/8 15:14,2021/11/8 15:33,A
50684298,企业团购,配送,176.53,2021-11-08 15:30:00 - 2021-11-08 16:30:00,2021/11/8 14:43,2021/11/8 15:14,2021/11/8 15:33,A
50685669,企业团购,配送,329.18,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 15:19,2021/11/8 15:28,2021/11/8 15:40,D
50686023,企业团购,配送,189.6,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 15:08,2021/11/8 15:16,2021/11/8 15:40,A
50687644,饿了么,配送,95.2,2021-11-08 15:10:00 - 2021-11-08 16:04:00,2021/11/8 15:10,2021/11/8 15:17,2021/11/8 15:44,D
50688186,企业团购,配送,243.5,2021-11-08 15:30:00 - 2021-11-08 16:30:00,2021/11/8 14:37,2021/11/8 15:14,2021/11/8 15:49,D
50689078,企业团购,配送,233.5,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 15:14,2021/11/8 15:48,2021/11/8 15:51,D
50690365,饿了么,配送,292.1,2021-11-08 15:07:00 - 2021-11-08 15:59:00,2021/11/8 15:07,2021/11/8 15:32,2021/11/8 15:53,D
50691073,企业团购,配送,169.5,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 15:11,2021/11/8 15:48,2021/11/8 15:57,A
50692345,企业团购,配送,222.8,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 2:56,2021/11/8 9:06,2021/11/8 16:05,A
50693109,企业团购,配送,787.4,2021-11-08 15:30:00 - 2021-11-08 16:30:00,2021/11/8 14:45,2021/11/8 15:33,2021/11/8 16:08,B
50694254,企业团购,配送,366.0,2021-11-08 17:30:00 - 2021-11-08 18:30:00,2021/11/8 16:03,2021/11/8 16:08,2021/11/8 16:10,D
50695426,企业团购,配送,383.8,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 15:02,2021/11/8 15:16,2021/11/8 16:11,D
50696050,饿了么,配送,71.7,2021-11-08 15:37:00 - 2021-11-08 16:21:00,2021/11/8 15:37,2021/11/8 15:42,2021/11/8 16:11,D
50697622,企业团购,配送,152.9,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 15:38,2021/11/8 15:49,2021/11/8 16:12,C
50698951,企业团购,配送,157.5,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 6:47,2021/11/8 9:13,2021/11/8 16:14,C
50699449,企业团购,配送,176.3,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 6:15,2021/11/8 9:13,2021/11/8 16:14,A
50700545,企业团购,配送,192.4,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 15:17,2021/11/8 15:28,2021/11/8 16:16,A
50701608,企业团购,配送,153.6,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 6:32,2021/11/8 9:13,2021/11/8 16:23,C
50702188,企业团购,配送,187.0,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 6:22,2021/11/8 9:13,2021/11/8 16:23,A
50703449,企业团购,配送,253.7,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 7:09,2021/11/8 9:12,2021/11/8 16:23,D
50704219,企业团购,配送,217.8,2021-11-08 16:30:00 - 2021-11-08 17:30:00,2021/11/8 15:39,2021/11/8 15:49,2021/11/8 16:32,A
50805135,企业团购,配送,166.46,2021-11-08 17:30:00 - 2021-11-08 18:30:00,2021/11/8 16:47,2021/11/8 16:53,2021/11/8 16:54,A
50706361,企业团购,配送,157.7,2021-11-08 17:30:00 - 2021-11-08 18:30:00,2021/11/8 12:39,2021/11/8 13:53,2021/11/8 17:00,C
50707344,企业团购,配送,170.2,2021-11-08 17:30:00 - 2021-11-08 18:30:00,2021/11/8 16:09,2021/11/8 16:14,2021/11/8 17:03,A
50808421,饿了么,配送,97.6,2021-11-08 16:30:00 - 2021-11-08 17:38:00,2021/11/8 16:30,2021/11/8 16:37,2021/11/8 17:13,D
50709715,企业团购,配送,261.48,2021-11-08 17:30:00 - 2021-11-08 18:30:00,2021/11/8 16:10,2021/11/8 16:59,2021/11/8 17:15,D
50710805,企业团购,配送,179.4,2021-11-08 17:30:00 - 2021-11-08 18:30:00,2021/11/8 6:30,2021/11/8 9:12,2021/11/8 17:16,A
50811762,企业团购,配送,239.56,2021-11-08 17:30:00 - 2021-11-08 18:30:00,2021/11/8 16:28,2021/11/8 16:59,2021/11/8 17:22,D
50712452,企业团购,配送,168.48,2021-11-08 17:30:00 - 2021-11-08 18:30:00,2021/11/8 15:52,2021/11/8 16:03,2021/11/8 17:30,A
50813920,企业团购,配送,157.6,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:23,2021/11/8 17:27,2021/11/8 17:30,C
50814549,企业团购,配送,162.3,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:36,2021/11/8 17:43,2021/11/8 17:53,A
50815639,企业团购,配送,172.11,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:15,2021/11/8 17:35,2021/11/8 17:55,A
50416953,企业团购,配送,711.44,2021-11-04 15:00:00 - 2021-11-04 16:00:00,2021/11/3 22:02,2021/11/4 16:01,2021/11/8 18:09,B
50817683,企业团购,配送,155.45,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:07,2021/11/8 17:20,2021/11/8 18:10,C
50818498,企业团购,配送,170.31,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:36,2021/11/8 17:43,2021/11/8 18:10,A
50819459,企业团购,配送,183.3,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:36,2021/11/8 17:50,2021/11/8 18:13,A
50820904,饿了么,配送,281.7,2021-11-08 17:16:00 - 2021-11-08 18:35:00,2021/11/8 17:16,2021/11/8 17:26,2021/11/8 18:16,D
50821552,企业团购,配送,175.95,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 18:14,2021/11/8 18:19,2021/11/8 18:20,A
50822349,企业团购,配送,195.9,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:53,2021/11/8 17:59,2021/11/8 18:20,A
50823227,企业团购,配送,167.8,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:09,2021/11/8 17:20,2021/11/8 18:21,A
50824460,企业团购,配送,270.0,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:33,2021/11/8 17:48,2021/11/8 18:25,D
50825850,企业团购,配送,77.7,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:17,2021/11/8 17:35,2021/11/8 18:25,B
50826039,企业团购,配送,170.8,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:53,2021/11/8 18:01,2021/11/8 18:33,A
50827316,企业团购,自提,127.6,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:55,2021/11/8 18:01,2021/11/8 18:34,B
50728069,京东到家,配送,338.01,2021-11-08 18:30:00 - 2021-11-08 19:25:00,2021/11/8 10:21,2021/11/8 15:46,2021/11/8 18:37,A
50829549,企业团购,配送,192.58,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 18:30,2021/11/8 18:41,2021/11/8 18:51,A
50830376,饿了么,配送,174.1,2021-11-08 18:23:00 - 2021-11-08 19:03:00,2021/11/8 18:22,2021/11/8 18:34,2021/11/8 18:52,D
50831894,企业团购,配送,163.9,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 18:39,2021/11/8 18:45,2021/11/8 19:06,A
50832673,企业团购,配送,256.0,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 18:40,2021/11/8 18:52,2021/11/8 19:06,D
50833869,企业团购,配送,251.0,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 18:29,2021/11/8 18:41,2021/11/8 19:07,D
50834877,企业团购,配送,256.0,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 18:42,2021/11/8 18:53,2021/11/8 19:10,D
50835673,企业团购,配送,437.8,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 18:36,2021/11/8 18:45,2021/11/8 19:10,D
50836237,企业团购,配送,193.9,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 18:12,2021/11/8 18:21,2021/11/8 19:11,A
50837880,企业团购,配送,184.61,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 18:19,2021/11/8 18:27,2021/11/8 19:13,A
50838430,京东到家,配送,504.4,2021-11-08 18:36:00 - 2021-11-08 19:31:00,2021/11/8 18:05,2021/11/8 18:35,2021/11/8 19:16,A
50739513,企业团购,配送,234.55,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 14:17,2021/11/8 15:53,2021/11/8 19:21,D
50840149,企业团购,配送,342.2,2021-11-08 20:30:00 - 2021-11-08 22:00:00,2021/11/8 19:17,2021/11/8 19:21,2021/11/8 19:24,D
50841200,企业团购,配送,160.5,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 18:22,2021/11/8 18:41,2021/11/8 19:27,A
50742410,京东到家,配送,338.01,2021-11-08 19:00:00 - 2021-11-08 19:55:00,2021/11/8 10:28,2021/11/8 15:46,2021/11/8 19:29,A
50843739,企业团购,配送,163.1,2021-11-08 20:30:00 - 2021-11-08 22:00:00,2021/11/8 19:27,2021/11/8 19:33,2021/11/8 19:34,A
50844845,饿了么,配送,49.7,2021-11-08 19:20:00 - 2021-11-08 19:59:00,2021/11/8 19:20,2021/11/8 19:24,2021/11/8 19:34,D
50845690,企业团购,配送,231.6,2021-11-08 20:30:00 - 2021-11-08 22:00:00,2021/11/8 19:28,2021/11/8 19:33,2021/11/8 19:36,D
50846508,企业团购,配送,194.8,2021-11-08 19:30:00 - 2021-11-08 20:30:00,2021/11/8 18:11,2021/11/8 18:21,2021/11/8 19:36,A
50847202,饿了么,配送,60.0,2021-11-08 18:29:00 - 2021-11-08 19:53:00,2021/11/8 18:29,2021/11/8 18:38,2021/11/8 19:36,D
50848498,企业团购,配送,540.0,2021-11-08 20:30:00 - 2021-11-08 22:00:00,2021/11/8 19:27,2021/11/8 19:33,2021/11/8 19:47,B
50849591,饿了么,配送,27.3,2021-11-08 19:25:00 - 2021-11-08 20:07:00,2021/11/8 19:25,2021/11/8 19:34,2021/11/8 19:55,D
50850106,企业团购,配送,174.18,2021-11-08 20:30:00 - 2021-11-08 22:00:00,2021/11/8 19:08,2021/11/8 19:15,2021/11/8 19:55,A
50851902,饿了么,配送,128.0,2021-11-08 19:25:00 - 2021-11-08 20:12:00,2021/11/8 19:24,2021/11/8 19:34,2021/11/8 19:56,D
50852594,美团,配送,49.7,2021-11-08 19:34:00 - 2021-11-08 20:34:00,2021/11/8 19:34,2021/11/8 19:39,2021/11/8 19:58,D
50853358,企业团购,配送,237.61,2021-11-08 20:30:00 - 2021-11-08 22:00:00,2021/11/8 19:49,2021/11/8 19:54,2021/11/8 20:03,D
50854156,企业团购,配送,198.0,2021-11-08 20:30:00 - 2021-11-08 22:00:00,2021/11/8 19:52,2021/11/8 20:00,2021/11/8 20:07,A
50855900,企业团购,配送,213.5,2021-11-08 20:30:00 - 2021-11-08 22:00:00,2021/11/8 19:55,2021/11/8 20:06,2021/11/8 20:14,A
50856940,企业团购,配送,161.6,2021-11-09 18:30:00 - 2021-11-09 19:30:00,2021/11/8 20:18,2021/11/8 20:25,2021/11/8 20:27,A
50857211,企业团购,自提,103.91,2021-11-08 18:30:00 - 2021-11-08 19:30:00,2021/11/8 17:56,2021/11/8 18:36,2021/11/8 20:29,B
50858650,企业团购,自提,134.0,2021-11-08 20:30:00 - 2021-11-08 22:00:00,2021/11/8 19:51,2021/11/8 19:58,2021/11/8 20:29,B
50859170,饿了么,配送,70.6,2021-11-08 20:21:00 - 2021-11-08 21:18:00,2021/11/8 20:21,2021/11/8 20:51,2021/11/8 20:51,D
50860454,企业团购,配送,166.7,2021-11-09 08:30:00 - 2021-11-09 09:30:00,2021/11/8 20:46,2021/11/8 20:59,2021/11/8 21:02,A
50861192,企业团购,配送,170.0,2021-11-09 08:30:00 - 2021-11-09 09:30:00,2021/11/8 20:40,2021/11/8 21:00,2021/11/8 21:03,A
50862972,企业团购,配送,263.6,2021-11-09 08:30:00 - 2021-11-09 09:30:00,2021/11/8 20:34,2021/11/8 21:02,2021/11/8 21:03,D
50663933,企业团购,配送,1139.1,2021-11-07 15:00:00 - 2021-11-07 16:00:00,2021/11/6 9:15,2021/11/7 15:05,2021/11/8 21:25,B
50564014,企业团购,配送,219.0,2021-11-05 15:00:00 - 2021-11-05 16:00:00,2021/11/4 11:34,2021/11/5 14:27,2021/11/8 22:45,A
50765082,企业团购,配送,1383.48,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 13:44,2021/11/9 6:08,2021/11/9 6:10,B
50766684,企业团购,配送,203.5,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 13:45,2021/11/9 6:08,2021/11/9 6:10,A
50767854,企业团购,配送,566.0,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 13:47,2021/11/9 6:08,2021/11/9 6:10,B
50768441,企业团购,配送,399.3,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 13:47,2021/11/9 6:05,2021/11/9 6:10,D
50769996,企业团购,配送,4263.0,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:09,2021/11/9 6:09,2021/11/9 6:10,B
50870550,企业团购,配送,1311.43,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 16:16,2021/11/9 6:06,2021/11/9 6:10,B
50771874,企业团购,配送,282.0,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:10,2021/11/9 6:09,2021/11/9 6:10,D
50772039,企业团购,配送,296.0,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:11,2021/11/9 6:09,2021/11/9 6:10,D
50773052,企业团购,配送,682.42,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:12,2021/11/9 6:07,2021/11/9 6:10,B
50774678,企业团购,配送,223.0,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:13,2021/11/9 6:07,2021/11/9 6:10,A
50775158,企业团购,配送,1170.0,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:21,2021/11/9 6:07,2021/11/9 6:10,B
50776809,企业团购,配送,409.2,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:23,2021/11/9 6:07,2021/11/9 6:10,D
50877185,企业团购,配送,885.2,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 17:33,2021/11/9 6:05,2021/11/9 6:10,B
50778999,企业团购,配送,2001.9,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 15:43,2021/11/9 6:08,2021/11/9 6:10,B
50779572,企业团购,配送,840.25,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:20,2021/11/9 6:07,2021/11/9 6:10,B
50780195,企业团购,配送,1042.08,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 15:43,2021/11/9 6:06,2021/11/9 6:10,B
50781791,企业团购,配送,87.63,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 15:44,2021/11/9 6:08,2021/11/9 6:10,B
50882189,企业团购,配送,3405.95,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 16:38,2021/11/9 6:09,2021/11/9 6:10,B
50883476,企业团购,配送,61.0,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 16:39,2021/11/9 6:09,2021/11/9 6:10,B
50884890,企业团购,配送,819.68,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 20:05,2021/11/9 6:04,2021/11/9 6:10,B
50885839,企业团购,配送,6628.5,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 20:06,2021/11/9 6:04,2021/11/9 6:10,B
50886948,企业团购,配送,1521.0,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 20:12,2021/11/9 6:04,2021/11/9 6:10,B
50887252,企业团购,配送,1242.3,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 16:32,2021/11/9 6:14,2021/11/9 6:20,B
50888083,企业团购,配送,1689.38,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 16:28,2021/11/9 6:10,2021/11/9 6:20,B
50789236,企业团购,配送,197.4,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:08,2021/11/9 6:14,2021/11/9 6:20,A
50890067,企业团购,配送,367.64,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 17:14,2021/11/9 6:13,2021/11/9 6:20,D
50791076,企业团购,配送,545.68,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 16:01,2021/11/9 6:10,2021/11/9 6:20,B
50892161,企业团购,配送,1823.9,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 22:03,2021/11/9 6:14,2021/11/9 6:20,B
50893956,企业团购,配送,1205.05,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 18:00,2021/11/9 6:15,2021/11/9 6:20,B
50894573,企业团购,配送,2825.89,2021-11-09 08:00:00 - 2021-11-09 17:00:00,2021/11/8 22:01,2021/11/9 6:15,2021/11/9 6:20,B
50795890,企业团购,配送,641.07,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:20,2021/11/9 6:13,2021/11/9 6:20,B
50896418,企业团购,配送,3695.3,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 17:01,2021/11/9 6:11,2021/11/9 6:20,B
50897753,企业团购,配送,3088.35,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 17:49,2021/11/9 6:15,2021/11/9 6:20,B
50898239,企业团购,配送,1519.1,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 16:19,2021/11/9 6:11,2021/11/9 6:20,B
50799163,企业团购,配送,1269.35,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:31,2021/11/9 6:16,2021/11/9 6:20,B
50800896,企业团购,配送,1038.21,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 13:41,2021/11/9 6:14,2021/11/9 6:20,B
50801342,企业团购,配送,843.02,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:16,2021/11/9 6:26,2021/11/9 6:30,B
50902355,企业团购,配送,1081.52,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 19:43,2021/11/9 6:27,2021/11/9 6:30,B
50803240,企业团购,配送,1180.41,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 16:07,2021/11/9 6:27,2021/11/9 6:30,B
50804169,企业团购,配送,469.46,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 16:09,2021/11/9 6:27,2021/11/9 6:30,D
50905765,企业团购,配送,271.82,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 20:48,2021/11/9 6:27,2021/11/9 6:30,D
50906933,企业团购,配送,4510.14,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 16:23,2021/11/9 6:47,2021/11/9 6:50,B
50807193,企业团购,配送,81.13,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 13:35,2021/11/9 6:45,2021/11/9 6:50,B
50808944,企业团购,配送,1515.21,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 15:32,2021/11/9 6:46,2021/11/9 6:50,B
50809194,企业团购,配送,292.52,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:25,2021/11/9 6:46,2021/11/9 6:50,D
50810494,企业团购,配送,6885.07,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:38,2021/11/9 6:46,2021/11/9 6:50,B
50811354,企业团购,配送,774.4,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 14:46,2021/11/9 6:46,2021/11/9 6:50,B
50812765,企业团购,配送,2014.43,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 15:13,2021/11/9 6:45,2021/11/9 6:50,B
50913919,企业团购,配送,950.71,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/8 16:25,2021/11/9 6:47,2021/11/9 6:50,B
50914637,企业团购,配送,144.76,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/9 7:02,2021/11/9 7:02,2021/11/9 7:10,B
50915027,企业团购,配送,315.07,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/9 7:46,2021/11/9 7:47,2021/11/9 7:50,D
50916157,企业团购,配送,339.39,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/9 7:47,2021/11/9 7:47,2021/11/9 7:50,D
50917168,企业团购,配送,170.5,2021-11-09 08:30:00 - 2021-11-09 09:30:00,2021/11/8 22:09,2021/11/9 8:33,2021/11/9 9:05,A
50918606,企业团购,配送,192.1,2021-11-09 08:30:00 - 2021-11-09 09:30:00,2021/11/8 23:11,2021/11/9 8:39,2021/11/9 9:11,A
50919576,企业团购,配送,266.8,2021-11-09 08:30:00 - 2021-11-09 09:30:00,2021/11/8 21:58,2021/11/9 8:39,2021/11/9 9:19,D
50920589,企业团购,配送,277.0,2021-11-09 08:30:00 - 2021-11-09 09:30:00,2021/11/8 21:06,2021/11/9 8:39,2021/11/9 9:25,D
50921609,企业团购,配送,224.4,2021-11-09 08:30:00 - 2021-11-09 09:30:00,2021/11/8 21:31,2021/11/9 8:33,2021/11/9 9:25,A
50922895,企业团购,配送,211.4,2021-11-09 08:30:00 - 2021-11-09 09:30:00,2021/11/8 21:07,2021/11/9 8:39,2021/11/9 9:33,A
50923816,企业团购,配送,549.0,2021-11-09 09:30:00 - 2021-11-09 10:30:00,2021/11/8 23:21,2021/11/9 8:56,2021/11/9 9:34,B
50924639,企业团购,配送,8388.0,2021-11-09 08:00:00 - 2021-11-09 17:00:00,2021/11/9 9:07,2021/11/9 9:32,2021/11/9 9:40,B
50925029,京东到家,配送,215.31,2021-11-09 11:01:00 - 2021-11-09 11:56:00,2021/11/9 10:30,2021/11/9 10:43,2021/11/9 10:55,C
50926200,企业团购,配送,17.8,2021-11-09 06:00:00 - 2021-11-09 17:00:00,2021/11/9 10:50,2021/11/9 10:50,2021/11/9 11:00,D
50927061,京东到家,配送,110.0,2021-11-09 11:00:00 - 2021-11-09 11:55:00,2021/11/9 10:29,2021/11/9 10:43,2021/11/9 11:02,C
50928151,饿了么,配送,72.5,2021-11-09 10:30:00 - 2021-11-09 11:44:00,2021/11/9 10:30,2021/11/9 10:43,2021/11/9 11:03,D
